restaurant_id,restaurant_name,city,cuisine
CpUfCSFoTNlZRzzz5U9V0w,Mexican Village Restaurant,Cleveland,Mexican
68kpmZBEb6x7wG1HBeLQ3g,J. Gumbo's,Cleveland,Other
MKCbZC6KR4oxA4LOQAVdhw,Greedy Girl,Cleveland Heights,Mediterranean
0OflEYBTvbX0EUie466rhQ,New Harvard Inn Family Restaurant,Cleveland,Other
p8p6xfFWbxN070r5qt32Rw,Barristers Deli,Cleveland,Sandwiches
CpC1vapLlvPSCPCE_wtVgA,Pho Que Huong,Cleveland,Vietnamese
J-3u7M186SmAoC1l0ViEFw,Penn Station,Cleveland,Burgers
ZedwJdX1jQ7Hw1CzU3VDLw,La Pizzeria,Cleveland,Pizza
lxU5_YEsvMsn1k7Ol-i3xQ,Sam Sylk's Chicken And Fish,Cleveland,Seafood
8RjMP1eA6AUNS10WtLyuEA,Almadina Imports,Cleveland,Other
I2lDmQHDxnUKbEBJuJCW6w,Hunan East,Cleveland,Chinese
QAN6zr-IzPD04G9clSGtBw,Dragon Gate Restaurant,Cleveland,Other
GIfZNMP0oIJCje_Xp0Bgrw,The Greenhouse Tavern,Cleveland,Other
tIby_wfzpZ5QH02IWFNogg,China Sea by CSU,Cleveland,Chinese
v8k8aVrVzWoG54U_OkMGOw,Great Steak,Cleveland,Sandwiches
UoRSHohdGuzfrpydZ9j0Lg,Luchita's Mexican Restaurant,Cleveland,Mexican
ZPAkg2phFo_p3U-QjvHVPw,Mama Santa's,Cleveland,Pizza
SeOQ32EwCxusSbSTwx4aRA,Panini's Bar & Grill,Cleveland,Other
FjWkdzVMhv5S-Lm1Qu1AEw,Mint Cafe,Cleveland Heights,Thai
QvCTNqb4NxxndqfZXvsZmw,Mocé Cafe and Bar,Cleveland,Sandwiches
I2jFnLCBmrxmz1YCgedKZw,B & M Barbeque,Cleveland,Other
KpChykR_ukWWeDPC6NPyUw,Downtown Liquor,Cleveland,Other
aP7SJxadQE_KaiBHl9sSWA,Table 9 Restaurant & Lounge,Cleveland,Other
Rt7gjrTceO86sCtnS8Td0g,Green Rooster Farms,Cleveland,Sandwiches
nv1XdkWviHXO7N6mK8O1yg,Don's Lighthouse,Cleveland,Seafood
JbD1jy_Jxpy5W9Gq0L8U1Q,Giant Eagle,Cleveland,Other
vfIidkwVf_kF_APFMHIANw,Malley's Chocolates,Cleveland,Other
b2jN2mm9Wf3RcrZCgfo1cg,Portside,Cleveland,Other
Um68_R8V2r5OLOuksJXLnw,Famous Gyro George,Cleveland,Sandwiches
KSP42nTbrx_bNucWs0GrCA,The Lu-Jean Feng Clinic,Cleveland,Other
i5A6Bb9SpaYb3_Yr40Pk2g,Taste of China,Cleveland,Chinese
A9ba0gRgqCQO2rn2_BtWqA,Babe's Good N Plenty,Cleveland,Barbeque
t181Pejkkaos8n7HW8YYCg,Bella Pizza,Cleveland,Pizza
M5tclVg-PSf-XbSRvUG-AA,ABC Taxi Company,Cleveland,Other
dmu1wM0CRgeoTIUXFihU7Q,QDOBA Mexican Eats,Cleveland,Mexican
LVjo-nTZt7FoOMBJfiKs3A,Starbucks,Cleveland,Fast Food
D_ZVW8HKH7crSGqsg9KOoQ,Walmart Supercenter,Cleveland,Other
F0TQeC2VGQDZbYjtrL3QTQ,Bloom Bakery at Campus District,Cleveland,Other
uziDWXfTvCYlbQYrJT0iAQ,Yours Truly Restaurant,Cleveland,Other
bj983gybZceLrdUBeCahkQ,Phoenix Coffee,Cleveland,Other
N6qraRI63OZgrCAmWRX92w,Cedarland Mediterranean Cuisine,Cleveland,Mediterranean
YnvUFIZVvxsL5L4PEmWcUQ,Joe De's Favorite Pizza & Restaurant,Cleveland,Pizza
dpEE0QVbYvpbuYgXBawmDg,Crop Rocks,Cleveland,Other
QJ1YpQLVuentjgTQqNqqpw,XO Prime Steaks,Cleveland,Steakhouses
ZQG5EFBd8yVO78nz3fLYJg,Vienna Distributing Co of Ohio,Cleveland,Other
dcytjy24XmYrLtjTjgyEZA,Rocky's Pizza,Cleveland,Pizza
1Z6YrdtjD6hNzZRYpuNEsA,Rising Star Coffee Roasters,Cleveland,Other
Q9ErERag3bccG8KjUAPPTg,Athens Imported Foods & Deli,Cleveland,Other
xqxRWwtyvXCWZvVUM0tepg,Michelson & Morley,Cleveland,Sandwiches
D6ux7nQ7cup0nsCFwPiKxg,Clyde's Bistro,Cleveland Heights,Other
mXaqyzYTqiTc-LrTFAm0Yw,Sabor Miami Cafe & Gallery,Cleveland,Other
BDgfcq9xGZFtePH0YyV9ZA,Sixth City Diner,Cleveland,Diners
QjZFYd5hme7EHegpuJngMQ,D'Vine Wine Bar,Cleveland,Other
wmstf9dw0-kN3YThIxx8eQ,Stone Mad Pub,Cleveland,Other
1iZxAUX4grYZ1y2wB-lOWg,Fresh Fork Market,Cleveland,Other
dAkg4Tucp7b5AIPwkqjAGg,Abc the Tavern,Cleveland,Other
qx-d5K0fugvnrW5AYcTqlw,Teriyaki Express,Cleveland,Chinese
rRTz0zVbjmrEY8dEZmPJTA,Otani Noodle,Cleveland,Japanese
ntds2JP29DPYp765oFqptw,Rusty Anchor,Cleveland,Steakhouses
IZnwuTymXngPjnG19cZo2g,Hobart Health Foods,Cleveland,Other
LcSbRF9yn9i5gTpYO613kg,White Castle,Cleveland,Burgers
ahlYnXn0Ai6CfvU8xOiIJQ,J & L Country Market,Cleveland,Other
QMAD8tvYgh53N-AyIvFHAw,Panini's on Coventry,Cleveland,Sandwiches
JdqSgTOP98XScttH-25nVA,Red Bar And Lounge,Cleveland,Mediterranean
G63I6tTMcQDBavorYBWUSg,Champps Restaurant & Bar,Cleveland,Other
8yZ_nBgRC3CT1RFJC6KhXA,Gene's Place To Dine,Cleveland,Sandwiches
1RBh8N3oGEQpu20Sq_BAwA,Massimo da Milano,Cleveland,Italian
pnYDtPaVw_xRBHm9y0y4gg,Sammy's Beach Bar & Grill,Cleveland,Other
LD_r78sj2FLuTRZ-eHhi7A,Baricelli Inn,Cleveland,Other
q4KI2aUkrCnje3jqKBMULg,Piccadilly Artisan Creamery,Cleveland,Other
de2E6-wKURd0RLJaq8mrTg,Happy's Pizza,Cleveland,Pizza
rwKSKNRKXVERaltnjVltEA,Arcade Pizza,Cleveland,Fast Food
QKhAME4uxgrOn-Aq3OURUQ,Harry Buffalo,Cleveland,Burgers
rV6PwAjgpTx5Knr5lYouoQ,Master Pizza,Cleveland,Italian
dzMeok5lHK9N56yaWz2oZA,Michelle's Bakery,Cleveland,Other
zRVIGRRZEw3jna2QJwLjpA,Cleveland Grill,Cleveland,Other
qLHGiayTfGYmHrHCRgzDCA,Grandma Campbell's Fresh Bake,Cleveland,Other
Xg_eCdx99z5Y1oTLimniOw,Boaz Cafe,Cleveland,Sandwiches
JQYafSTWN_9sanM-l7BMrw,Dunkin' Donuts,Cleveland,Other
olgPGh22pPVRkKw-c1ZOuA,Gus's Diner One Eight Five,Cleveland,Diners
S57rr30za_KzIUGkFqg3mw,Hard Rock Cafe,Cleveland,Burgers
KBeObet1-XcpLLh1RACV_g,Dohar Meats,Cleveland,Other
VV4NAmS0KJ8A8xOcQnKB6A,The Coffee House,Cleveland,Other
OcXcAVjHoX0tTuzT5A8oww,Equal Exchange Espresso Bar,Cleveland,Other
MX3TL4-ij22rLFBD1XjKGw,Fahrenheit,Cleveland,Seafood
QYio9HySny2cMcIs8YjMCQ,Zaytoon Lebanese Kitchen,Cleveland,Middle Eastern
a3WnfZ8Nw5kwP66AFT1oWg,Daves Supermarket,Cleveland,Other
gGlFPw1TFJANUl_FFmSNgA,Wendy's,Cleveland,Burgers
XLA5RQ-Afg-OgeLhSTjabQ,Hotz's Café,Cleveland,Other
z71cDtFTgwvT7ihsxesTzA,Chapati Indian Grill,Cleveland,Indian
binymvD2QxETihoAmHOMSQ,Austin's Smokin' Steakhouse,Cleveland,Steakhouses
qeJ8OUASkd0KQ1oEN3P--w,The Dog House,Cleveland,Other
51w8nETUAMrTNQtuH9dZYw,Munch Vegetarian Kitchen,Cleveland,Vegetarian
VMcUG1dw4ldI_ldA2lGyEA,Kan Zaman,Cleveland,Middle Eastern
aL8D2ko6lQ3oGGFeCqSPOw,B & J's Corned Beef Shoppe & Deli,Cleveland,Diners
6g8S6V0iyYu6QMvt0QfIqA,Heck's Cafe,Cleveland,Burgers
8CRoFhyVzple6ji3S1_L-A,Ponte Vecchio,Cleveland,Italian
lYppFHq_lmKLfUtQBFOheg,Al's Deli,Cleveland,Sandwiches
VbYtdUn1_HM8Hv4vxTEGQQ,Dairy Queen,Cleveland,Other
xn9xI9z_xcQBHWtuS_IGbA,Foodfetchers,Cleveland,Other
LzWROAt-RhgaBss4cOoDRQ,Food Peddler,Cleveland,Other
QjEob2WSROiBPVjh0-BfxQ,The Third Place,Cleveland,Other
P3LC20iTwxv7CicqgNUXzA,Captain Tony's Pizza & Pasta,Cleveland,Pizza
ZRLmQ3oAuspAkk5R6BOfyg,Fat Cats,Cleveland,Other
_y6D2jXsM5S7hWHcIy2NoQ,Sub City,Cleveland,Sandwiches
VdnqeZXVfTRYB_ASLp8umg,Cafe Tandoor,Cleveland Heights,Indian
7OaW_FuiE6jObsoCBDw7gg,Coffee Bean Cafe & Bakery,Cleveland,Sandwiches
x3nZVmEyXIYu3z5_dfbvTQ,Columbo Room,Cleveland,Seafood
lbUKEN7XVdD_FEF61TlQeA,Arby's,Cleveland,Fast Food
eBoRFMm14n6Bte5vJIaeSg,Buffalo Wild Wings,Cleveland,Other
9UH89MK29yaYa5BV95kcHg,Georgio's Oven Fresh Pizza,Cleveland,Pizza
CpGUTcon4cwFxerQUcA22A,Sakkio Japan,Cleveland,Japanese
UeKaHOLZATrb1H-XW3AiFQ,Holy Craft!,Cleveland,Other
aOvEr1tluvkmwZjpzfxBAg,strEat Mobile Bistro,Cleveland,Other
yXMynk68dupMrVB94Lrwsw,Meister Foods,Cleveland,Other
0Fmvi7EnRqQfk_AG1q4JSw,Caribou Coffee,Cleveland,Other
cXmlv2WBzuB6JLMhaCvLuQ,Han Chinese Kabob & Grill,Cleveland,Chinese
fja2EnaSxKu1D7uctMhw-w,Red The Steakhouse,Cleveland,Steakhouses
4uMAsbmiYC3O6BfsMJJTJQ,Yum Yum's of Cleveland,Cleveland,Other
7xsKJ1BL5ka9msj2rHrk-Q,Burgers N Beer Coventry,Cleveland Heights,Other
e68xTl12ry5-RMEvWulUoA,JiBARO Gourmet Food Truck,Cleveland,Other
kH8BdX2FEdREBXfeDsgjYw,Dim And Den Sum,Cleveland,Other
Q373Y-siDCSP63rU_F3qMw,Cleveland Mofongo Latin Grill,Cleveland,Other
J4h3IP8lYBW82gr2SGeV2A,Manchu Wok,Cleveland,Chinese
aeeltEJtud69n6GPy5OATA,K & K Portage Market,Cleveland,Other
49ka-LYrj6AnxnNwz6tvHg,Food Co-Op,Cleveland,Other
NHersw9tR7dnmlZINOBi9Q,McDonald's,Cleveland,Fast Food
htllg7z_3firi_F2NLksWw,Lunch Box Deli,Cleveland,Other
p2OvNFiFKnRoWSRON4-lcA,Le Bistro Du Beaujolais,Cleveland,French
IVBviNFlrVuQD42yPUnK7Q,Honey Hut Ice Cream Shoppe,Cleveland,Other
4L8Wq_PCxbBKJr4VNBg81A,Leather Stallion Saloon,Cleveland,Other
2qTT_zT99eHT4XqEJTOKLA,Congin's Pizza,Cleveland,Pizza
X0mNw8owxgJXrgTBR-7Yfg,Jack Flaps Luncheonette,Cleveland,Other
xiGM1EfkRqZBBf1tuyr1vQ,Susy's Soup & Deli,Cleveland,Sandwiches
YWN_rtn24yYRNlFB77AK2w,Constantino's Market,Cleveland,Other
6eZSIV10RAdZRNXQLE_w6w,Kalie's Restaurant,Cleveland,Mediterranean
nNA6qyZVWt21gTwSmxevpQ,Taste Cleveland Food Tours,Cleveland,Other
8B6HoeMy-xCeOarkMANdZA,Quisqueya La Bella,Cleveland,Other
zKJ4KcZAfTNBIM7OvkVv3A,E 30th Street Cafe,Cleveland,Chinese
60OPSIOw7oJe5Rp6FO2CNg,Gray House Pies,Cleveland,Other
J46HmbrA3LwK-V4R8KIm2g,The Cleveland Cupcake Company,Cleveland,Other
l1ug2BtaafDvHpr3JEmbAQ,La Casa Tazumal,Cleveland,Other
WuPSEvu8pES752S92awAVQ,Buffalo Wild Wings,Cleveland,Other
G-u14MaU6ymd0gZoNX3mAQ,Coda,Cleveland,Pizza
tWtuHpIFtQHMQq8q8DG3dA,Tea House Noodles,Cleveland,Chinese
JX1_mKHN38bjgQP0JB3fkg,Tink Holl Seafood,Cleveland,Chinese
0nyzmtzkjJm_AqkEMuKKlw,Jumbo Chinese Restaurant,Cleveland,Chinese
whh4FifOxjPmhiBi0tyErg,Luna's Deli Restaurant,Cleveland,Delis
a1uoERTwwlf6yTAWaSUakA,Fracas Restaurant,Cleveland,Other
Dc8ygQx5gXHoqYAOmRydNg,Lucy's Sweet Surrender,Cleveland,Other
pi1UM_U1hq-DwDYqQRK1Wg,Hunan One,Cleveland,Chinese
G_CW38j3t6VOZiiYtJQvng,Gyro Guys,Cleveland,Greek
fxw_kCJJDSQDtY7QJ66Fog,Cone Zone and Grill,Cleveland,Other
zKaeae3yRGgb21Os-v6eOA,The Hub Bar & Grill,Cleveland,Other
aaWhSHpsE285eaSTzDxAMA,Bistro 185,Cleveland,French
drecpkFkgxAuvSglTIo9wQ,MotorMouth Food Truck,Cleveland,Other
JhxI7oS_jsFnq34dDubugQ,Ferris Steak House,Cleveland,Steakhouses
CfwrsG76Wm4iLS22v_wAcg,McDonald's,Cleveland,Fast Food
ZeB9AUZ6pdZmpWQGSx8NKA,Pizza Hut,Cleveland,Italian
QkwGJUT1rSRHRdjKFat7aQ,Menu6,Cleveland,Other
EOBTIIbjfeLuTdXeFGsOTg,Anna In The Raw,Cleveland,Vegan
H9THotfiu-UjFL44rpLjCw,Provenance Café,Cleveland,Other
NBfhphIUcOgUpdf_QdDWvw,Jezebels Bayou,Cleveland,Other
x1wYelMFfNppFvDAU661OQ,Alvie's Gateway Grill,Cleveland,Diners
iaZecBDSHsS3sqTQjmDiRQ,Ohio City Pasta-Retail,Cleveland,Other
nRmTDIs3Gbis9aX2-v1qcw,Shula's 2,Cleveland,Seafood
YFO5rDWDZ7Ngk_DEobjpLw,C Town Pizza,Cleveland,Pizza
2RmL-l7oQQOKNshFMoKl4w,Asia Food Company,Cleveland,Japanese
OkLqpxpbvU2N2-OGDn0yiA,Coquette Patisserie,Cleveland,Other
QUvUB-_lGtaxxFAifiDI2A,Tremont Farmers Market,Cleveland,Other
L7txS44bvz862djgTOim9w,Bac Asian American Bistro & Bar,Cleveland,Other
18b_QEiqTD7cwJTLjNgw3g,Noodlecat,Cleveland,Other
g8_Tf84s9E1vh5c3BC7Zzg,Miramar,Cleveland,Other
2cMWPqJLjQ-ZvH2HvJvMsA,Adam's Place,Cleveland,Burgers
JmbB4lyrRHgShkMd_8AuVw,Thee Six 5 Bistro,Cleveland,Seafood
dtszGNoYeZnUC2c1o04UZg,1890 at the Arcade,Cleveland,Other
Tal9LqH3fvSDiF_-YDnfEg,Indian Delight,Cleveland,Indian
akCp7BceIrkkeOV5ndI_bQ,Au Bon Pain,Cleveland,Other
zYbEKtLeosxhTzF4zSRIyA,Rumi's Market and Deli,Cleveland,Delis
ht0lf3tqyxWV1QH2ZqhMag,Subway,Cleveland,Sandwiches
GDpd9KZdUgnjcoCWTTphqw,Szechuan Gourmet,Cleveland,Chinese
gAZy-APHAL1vnwI5R6U4Og,Dunkin' Donuts,Cleveland,Other
ntkeyTQNc735Dr-yjGd_IQ,Fired Up Taco Truck,Cleveland,Mexican
RiGtSzVzc42CKjyZkDxZRA,Crop Bistro,Cleveland,Other
0iVIvJyTQfPCkBXII7kE8g,Kate's Fish,Cleveland,Other
h39PkiW3Zt0N_syoRsKbGQ,Las Dos Fronteras,Cleveland,Mexican
9SrZRDl7-ZfuENCo0DjfsQ,Punch Bowl Social Cleveland,Cleveland,Other
W97YBvhkOOel-HkBBfQbYw,Seven Roses,Cleveland,Delis
G6IR0pYAjqn6qOwdBBA4Wg,Domino's Pizza,Cleveland,Sandwiches
qDqHD4iPXPecT1WnV0JRzA,Bin 216,Cleveland,Other
3bM9rmjbaLOrlS--dRzZAw,El Rodeo Authentic Mexican Restaurant,Cleveland,Mexican
uRbrfI6DW0hn3Vj0tyjycA,V's Gourmet,Cleveland,Fast Food
UO39lBhCFsVRLRPY4Yq9mQ,Bruegger's Bagels,Cleveland,Sandwiches
cM4a6iIM-VdILKMsPjOx5g,Shoga,Cleveland,Japanese
_Bybs2sj44IIh1iH85zzzA,Cake Royale,Cleveland,Other
OhJHQhBB1V09mkI-r4o5MA,Irene Dever Dairy,Cleveland,Other
IzEHkReZTds6ipOaCq2G6g,House of Blues - Music Venue,Cleveland,Other
vFW3KiE897g-MRr4FLqr7w,Gallucci's Italian Foods,Cleveland,Other
VXTReQT3Bqte_Liu58scdw,Canarys Family Restaurant,Cleveland,Diners
mlqdbe7cC5xgg0KSSPyasA,Penn Station,Cleveland,Sandwiches
F-RyIw_kNi4a6TCt281j0A,Frank's Bratwurst,Cleveland,Sandwiches
mUlkfRhBjQB7MI5nJkcRsA,Num Pang Pate,Cleveland,Sandwiches
QSfFgtcIrFHMs3_TVXjCLA,Boston Market,Cleveland,Other
iNeiyfZ7MHK8dI0QZ4Ucsg,Big Al's Diner,Cleveland,Diners
eoJfl5vG7X87QhcKb0nt5Q,Hofbrauhaus Cleveland,Cleveland,Other
ObelBwE40B5oYm2aA8yTjw,The Harp,Cleveland,Other
a8SfPXBXzNdD82He0D-xsA,Euro Sweets,Cleveland,Other
hh6OnxhTmfoyLo4prSNwBQ,Great Wall,Cleveland,Chinese
QY1c64999GIxuXtzdFMbqQ,Mr. Chicken,Cleveland,Other
q0PH5CjXSdmpL-LLgCNdeA,Ferrara's Imported Foods,Cleveland,Delis
hWgMbRQKIBrAw18-I0KJQQ,Lobby Lounge On 6,Cleveland,Other
nkTKlVAdh7DhFJMFvQiAXQ,Paninis Bar & Grill,Cleveland,Pizza
COuznKd_gb_N8hlOy3_i9w,Zinc At 668,Cleveland,French
dN2y_stPXdw1u0io64fc0w,Zig's Pub & Grill.,Cleveland,Other
cuI4nkcx6d1bdG--ZM4oww,Anatolia Cafe,Cleveland Heights,Mediterranean
l3lM7HNbU5Wlrb6K4Vw69A,Cleveland Bartending School,Cleveland,Other
Dm9p-2DX-3ID90_DsLHauQ,Fuel Coffee Bar,Cleveland,Other
oSS4sjOEjsubAKdTuAErfw,The Mad Greek,Cleveland Heights,Greek
B_ouKNVsEDrGHwec280CAg,Denny's,Cleveland,Diners
ugGMhvYnjheG3rHKxK2-gQ,Euro Wafel Bar,Cleveland,Other
ZRXL5kBWxRcGmgImzKq4QQ,Scorchers Casual Eatery & Draft House,Cleveland,Other
iPaXQP-JQCvwHV5D8RFTIg,North Park Brew N Bistro,Cleveland,Other
bM3ARXFMxGrntnHS6a7vEQ,Flaming Ice Cube,Cleveland,Vegan
IXLDpnSLYiyz9tjOrpCFpA,Tilted Kilt Pub & Eatery,Cleveland,Other
7fiRVsawDX0vCpoMTbbxcQ,China House,Cleveland,Chinese
YI-79PxZcX6X009ynWRLoQ,Mirch Masala,Cleveland,Indian
jDQLcr7_1O0w1yUlDqYREA,North Union Farmers Market,Cleveland,Other
ATrQfex3fY79YxWw2gsD-g,Great Wall of China,Cleveland,Chinese
6_a7lIPqXm47aF-E2xHB3w,Giant Eagle,Cleveland,Other
DBGf3gaJ30ObzQ5fo1SSLg,Battery Park Wine Bar,Cleveland,Other
bLi48v8Div6Qm2Fyaw0C6Q,Hodge's,Cleveland,Burgers
TKaND6oV1n2ylnCYoAfoag,La Plaza Supermarket,Cleveland,Mexican
U9YrbQDfH8UVsv-hLVvwAQ,Constantino's On Cliffton,Cleveland,Other
6XkWMEJc3ecJH6HKKjfclA,Jimmy John's,Cleveland,Delis
p-n42R58yEoNtWgBDG1Eiw,Cathy's Creamery,Cleveland,Other
_Rw3EkxvI_tJIVbnT5jT2A,Caffe Roma,Cleveland,Italian
qCJ5txE34m5OHx4UVRzCTA,Wendy's,Cleveland,Fast Food
DDzUKZj7EU4mLNbRWwMoFw,Orale Contemporary Mexican Cuisine,Cleveland,Mexican
Z1mLBp6BMlHSQUh364vk1g,Blue Point Grille,Cleveland,Seafood
vuC03KldDXReH8VTqRK03g,LaRich's Pizza,Cleveland,Pizza
nzOTw9xu1LfEQxGTykAGdA,Park To Shop,Cleveland,Other
czBupdPk4qbW5wlMOEOcWQ,Tomaydo Tomahhdo Express,Cleveland,Italian
BX-JlaAowcQ5FpPsS4d9rg,Burger King,Cleveland,Burgers
1iQFx2CcAWon9JaBOJUZJw,Flyers Bar & Grill,Cleveland,Other
1zI3trw5QLNdypXBfudh0w,Marsella's Pizza,Cleveland,Pizza
V4YBWutY9j3ONvrTH-EhMg,Giant Eagle Supermarket,Cleveland,Delis
QPvgkPXhjkqKf70eVc_lMw,Helen's Game Time,Cleveland Heights,Other
8FBFFu--uMxj2pxMESeOeQ,Dynomite Burgers & Sushi,Cleveland,Burgers
o1TZ62VQ8RBoYv2B8v9UUg,China One,Cleveland,Chinese
HqEcHjMTBMg178La3Uh95w,Krazy Mac,Cleveland,Other
Kr4HUtvJ8zRjCqbCJRSSSQ,Aria Nails,Cleveland,Other
Jzc4lKBUUNo_DD-9aQJsbQ,Dave's Cosmic Subs,Cleveland,Sandwiches
-JgxoIIxZf0q-PGD7P96Fg,Viaduct Lounge,Cleveland,Other
qp0UKeN7QkMPPZnx_vnOmg,Distefano's Authentic Italian Foods,Cleveland,Delis
rgdD0z1plae_ewOluEq8iQ,Speedys Grub Shack,Cleveland,Sandwiches
rg2VaD3zfmW_Itj5NR9iLA,Fat Guys,Cleveland,Burgers
cd3ZlHmdNI4XlxGQBwPjvA,Big Egg Family Restaurant,Cleveland,Diners
Ow5ONEzv1z_Y3m7c_egjjA,K&K Bakery,Cleveland,Other
Ms_3aqO0f82H-A53Sroudw,Takeover Restaurant,Cleveland,Burgers
Jd7pyrfNdffLM5nMcP4IPg,The Tea Lab,Cleveland,Other
XM2qN3PiQbfSYo6zmHgSlQ,Gillespie's Map Room,Cleveland,Pizza
GdTK0lZkITpw89uVuNqXqg,Just Like Mom's Restaurant,Cleveland,Other
acRce6Ej4BccaLza2ZZ1fw,Cleveland Brew Bus,Cleveland,Other
sWRALTHK1SO0-bsWeWWyQw,Platform Beer Co,Cleveland,Other
_BgcPmKV5myMK_gMKqttdQ,Boris's Kosher Meats,Cleveland,Other
mrCOQuRY60xAMkQVSf3nCA,Parnell's Irish Pub,Cleveland,Other
lp7Ee2udtQ8vzrCsN6sZZA,The Pork Chop Shop,Cleveland,Other
G6FARrnzBdWawIe_S2IFOA,Arby's,Cleveland,Fast Food
ZPm6lZlNO9iG1_v0GF_Gqw,Georgios Oven Fresh Pizza,Cleveland,Pizza
uBGPTzye3wrxZPf54AXuFg,Nuevo Modern Mexican & Tequila Bar,Cleveland,Other
Bl630sBaHhqghapTUlCl1A,Donut Lab,Cleveland,Other
9YYBnnVT1j1Y61e6qb9oZQ,Cheeburger Cheeburger,Cleveland,Burgers
F7tBX4pRGhWxAXr4Ld7dzQ,Damascino,Cleveland,Other
cXyUYLY2xi4HpqZqjCQmfQ,Ironwood Cafe,Cleveland,Barbeque
C-oKwqnAPa1KJZhMOox60w,Melt Bar & Grilled,Cleveland Heights,Vegan
nDKX55KbERSd_KzYHPgEdw,Gepetto's And Johnny Malloy's,Cleveland,Pizza
Ya9FMj-MWMkeMcog06N5bQ,Bar Louie,Cleveland,Italian
RQ_nzDzcc7pxYsfh6SKNRQ,Webers Premium Custard & Ice Cream,Cleveland,Other
yTv4ptghx8xrErx6dcW3HA,Toast,Cleveland,Other
HYN6S4Z7bMR68TF2lX3NIw,Harvard Wine & Grill,Cleveland,Barbeque
EGDg1FDT0Pnszd04mQkHxQ,Grum's Sub Shoppe,Cleveland Heights,Sandwiches
zt9yBumFjjnKhaFpnOdOyA,Pierre's French Ice Cream Company,Cleveland,Other
P0ytQBoqSbMG9S7Hx-PAdw,Old Fashion Hot Dogs,Cleveland,Burgers
l_7CFWBdyZkBOIqHgfHUQg,Kathy's Holiday Toffee,Cleveland,Other
7cQaxDXTxNu_SywNDsTS5w,Papa John's Pizza,Cleveland,Pizza
AEUzqUECmLCrPkIS9ryDCw,Applebee's,Cleveland,Burgers
S9OtMCsgr-xzjXrhpqbJQA,Spirits,Cleveland,Other
NKMkvLWatV9v7zbMNS6D3g,Jackie Chen Asian Dinner,Cleveland,Other
xY90cIKTj9rVYqgJmFxgJQ,Good Olde Daze,Cleveland,Sandwiches
E9OP8TODswMcmTEGXE1C_g,Guys Pizza Co,Cleveland,Pizza
jyAhu2jqSMBoeJi-KQ5lZw,Wendy's,Cleveland,Fast Food
PK2v_1GQI7ngoJg_uE593A,Dairy Queen,Cleveland,Other
eMMLnaaS3aSn-9jkjoTAdA,The Fix Bistro,Cleveland Heights,Sandwiches
tpG_KqvR1v2GrlLKNAChBw,Wings Sports Bar & Grill,Cleveland,Other
TokG1L02Eic6gHRFa0gFYQ,Biagio Deli & Beverage,Cleveland,Delis
DhOvRBU3IXi_vClfRWz4KA,Diana Baker's Diner,Cleveland,Pizza
UQMQDq8yuxnyQyBIoKhzoQ,Indian Flame Restaurant,Cleveland,Indian
NgioF61Bs9YNLBg0o9I-Uw,BD's Mongolian Grill,Cleveland Heights,Other
61BtQLwM5QPI9taQ20owVA,Black Box Fix,Cleveland Heights,Burgers
kt8gBE0TcSC_Srrxg98Mow,Great Wall Chinese Restaurant,Cleveland,Chinese
YyyqcbVyoBo4wPsgowUtUQ,SASA,Cleveland,Japanese
E9fg_uwhJN_l8vHk-yo_Og,Ohio City Brew Stop,Cleveland,Other
YTNgCm8-TlyLvkBXCGxeMg,Subway,Cleveland,Fast Food
lJi_YNH86EHX4WctntU7Tg,Arabica Coffee House,Cleveland,Other
7LzhLKAwS7PHUvaPIW833A,Dominic's Santos,Cleveland,Pizza
uqKwC97wBEcNdzYw_SBjlw,Obrycki's,Cleveland,Seafood
29TiCPFXWtmg4kjZSZIvFg,Kristy's,Cleveland,Other
umYIc-FJg-3tsqoVaM-Mnw,Earth Bistro Cafe,Cleveland,Vegan
MNcHg6VFkqvPNS_0n2bWsg,The Hipp,Cleveland,Sandwiches
GiqQniByPQZJcwU6yvlgeQ,Poison Berry Bakery,Cleveland,Vegan
RahdAQ5h6_nu50jeR2EKTQ,State Road Pizza,Cleveland,Pizza
tP4r-lRzyhkGZuvZQ0n16w,Menchies,Cleveland,Other
UOOqfmHLIok1l3q3l32YCQ,It's Greek To You,Cleveland,Greek
AFafWFYGKjJZ1pTvjnot2g,The Pub,Cleveland,Other
nIJr76IGIGS3nkmieY3Vow,Trattoria Roman Gardens,Cleveland,Italian
Q4iaGE5XM4yguqENY32Ttw,Kabab Station,Cleveland,Middle Eastern
4sYUOH1R2r4mCCJSjJ66ow,Academy Tavern,Cleveland,Other
qF-NiRVw5OPD_MPUJNlt9g,Arby's,Cleveland,Sandwiches
qfOSFYfT23CIya1KmD7EGw,Grayton Road Tavern,Cleveland,Burgers
pM5OiwjOih7twp4mP0Rmhw,The Old Angle Tavern,Cleveland,Other
mmtjbwUUjw266ulkEnRX3Q,Shanghai Joe,Cleveland,Chinese
zZa54XuYySbT1DI2WG4i3A,Otto Moser Restaurant,Cleveland,Other
ZLPAP1YKL56ODigLn4wd3w,The Willeyville,Cleveland,Other
ORBAhrzLIjIsDtbpl7BjeA,Arabica Coffee House,Cleveland,Other
qSN504OGvbnoucXcYZlnTQ,Pizza Pan,Cleveland,Pizza
1u4EvujoBP37oEL4SGLpgA,Civilization,Cleveland,Sandwiches
