user_id,account_age_days,total_reviews
WOPTrIm5_iOjhQQT5GDLiA,584,10
evU5V53s0xfIcHU_JYARmQ,1312,11
qnCT2nDHSIl5yEBenvKxYA,1700,8
1JJL_X0t9V3ApEA55CM-Tw,1805,27
-BjYcluaadEZzxAw8Xf6JQ,3014,3
NjDV33zXenukukKoFLXLtw,930,3
Yd4gfU6Xg_krRK31V5Y9YQ,2893,24
XZLc-emqqE63cwOA9S7NNg,1403,9
ELrnhRRAxfmCV4TvxzXJiw,2202,7
O5QeugpPexX-RprxeconUQ,1171,3
sAHJoMxRD8A2aHNglqaU9Q,1690,23
fOL6gNhh9ExnnaZNNuewvg,1835,21
tM_hmK3qth6wKCe4rScAyg,2044,4
UNMZt1bhVhxxmlMbSZ951g,1586,10
9FU6rmXhf06BDlEE-wIVCg,2506,114
3CzC8g6y7q1MwD9XwY-Rrg,1110,4
4yn6arU4OWlUs3Di0ulr-A,2526,2
sPTHfJ7DEYnwfgEZlGD5XQ,1624,13
q4YiffKGe7xUGFtyZaTuCA,1524,7
AurdDb4I5MTyhGbZ3xFDGQ,2674,13
_vbT_fb_Yk7Ga7xIRjMr0Q,2507,13
e62tBScENmIJDyDrSJEqeg,1398,14
ZHRQMRQGYPD1vKKhAifKgw,3557,36
rP2MrQEl8QO3GcIR67yOEA,1211,26
MhE4iYYUraJ1QTTWLjlTmA,1616,4
0fsXiZ2MUVkC2F226KHMnA,2260,7
kAkglifjJuSxqSmWu7gKnA,960,9
jkG-4U9uwvQJ3_HBEK0tVg,1652,11
f8BnmDxsaqB7Biq12hDJ6g,1519,8
30jIVe-gCoqozkRV5vwTRw,1796,11
hHfy59EizPGshyVFxJi_Pg,1872,8
JLCUMviC1DPf8ciSWrJGcA,2732,60
8uMmgnVbMVhs21C0dTymNw,1140,6
ZI74PKfiBuV47jLvvvU9Rg,1657,28
bXEtIKufNryhe8pgboFGJA,1575,13
oh6TFYhwv8wNtltuSy4nfQ,1866,6
cJLBfmqh5SSoXeOsrC3dTA,1974,14
tZpb-k-Ho63iDtm4fm6zIw,1081,2
g6dxWM43Fm_U9-PFz1LZ9g,1235,3
telTW0C5LamKZvQ2oOVpuA,865,2
5sl3z1pV6PwxHo_xsbaUmw,1663,9
sFXfLbJjxVag-ZW1pzjpvg,1539,5
C1mHWyXnNJRhRS4KXXBrHg,1510,13
CmnLV1u2vMeRni5YK2PdzQ,2514,10
fcGVQjq5BSaoOr4chqzWLA,1334,7
WgJpFIu0e6DN5b5bhMXseA,1678,4
8_oH1VFYgmF6FVPXfU-_uA,1951,56
hTEVm9uOnR6L7hLAigNNAw,1829,6
24ivE5sk8VKaYw746kEY5Q,1962,30
h3XqL1OOS1sdf4HaKp3r8w,1807,12
XEwrRCVkoNppALs_dqa9VQ,1563,26
zI5XIOl1larvKLmQrffvbg,3190,1
jsDrWbPyQssHwE0QunLgbQ,2152,25
D1UY7Rl-eIiUDfxcxHVCxA,1111,27
h23lkBf3YTvC9uleG5t29w,2661,23
4I53L8d8k-3YYfRmTz5QfA,2006,4
ajsE43idH9VEqGAhFZ4_qA,1745,5
qGohxVLB1LqHfKid40w_vA,3554,43
OOiqA-5RofMc4dkysafYxQ,3306,167
RQFaS79_J9Qi9NQFGiyd5w,1157,18
eBRxpDWpJpnySgmDJiGrow,2212,23
ngDxYiwEAkanzQ7zYe5heQ,2138,3
SBCBN77jyknjAv6UK8WJKg,1712,56
6h5Bf4s2b6_JMjyWBdZgRA,639,2
IQDvUW-1btq3wOJOtaQdqQ,2621,12
wWWW1hfkJfXSX_O100PDDg,1352,3
LgQrkuG_xrA97M66iuTdog,1723,6
3So5j5SS19A5oxG8SNnOnw,1201,9
av7s9v8lDAFZWmV2lNyodA,1600,17
yRv-XJBoEFt6tXpJ6m8LEA,1224,12
Xt8uOxB-lrxpAPmJPmMufA,864,12
DVonyg97QApTuMzXhFpYXA,2013,13
6BtVeOYc7Sagm8-sPcsNdg,730,5
l5IPMVNqORODJU1ip97ReQ,1983,38
GkcGK2Vz7zzr69fDxUfbSQ,3526,3
6XoCl1Mkc3OBd84gk0FI_w,2292,8
Herc3mFVHBdunbZUo6I8pw,1886,14
yH5k2NrakwKzT8R9CNbtvg,2749,1
upvKwLboHJD1XXa7zW0lIQ,2724,12
8EKzs05F3X_grw5wkHIxDQ,1661,3
bYhASCGGzp1Zeo61zjuIHg,3103,14
mxi8U3u052jEnnm5gWNDBQ,2864,13
5euel8DzD8XZcK8-_15YZQ,2171,1
fse23nWx8sLrGlafIMcRnQ,1067,1
BNLlJRu0dxwsJXekXogt0Q,2693,646
UnC7Wx_4cHHNn_G0X83ZeA,2688,25
Em55p48htglVPhvO2VVLWg,652,7
9hDFwspnyvfvhpzL7D5kqw,1162,83
xMHRx1LlzScDtoLWeBjlOA,1180,26
Udol9LLAZvunX3RXiVPyhg,2055,33
ZUp5nRGmualCpC8pmRx2ng,2756,56
TpqjN8GGGKZLHa6ix87pNg,2396,18
GAMMtyoOGMssROGH_NDDqg,2895,262
tCtB6ixtNn13BL9Czkuh1Q,1689,4
0wp-asJW3oWZKa5yEyLcVw,3545,49
_2HKel46y9Kp5apaan5vFg,2926,18
3tFwRkjbayc8325MuAeL6Q,2598,11
qVsphUBxXHw08TBb2gAtwA,3167,25
SUQ5MdBQJcEgMhXXoK26GQ,4045,10
Ne_S_pOm8vaV_NHtZsX5Dg,2171,72
E4URUclX7pGQTLFdVzan4w,2089,5
xFC4MRtUCZPf7hxIBV6hWg,2208,9
HbyOjRQWRCysfdPY_vrwKg,1960,70
YqIS2lP-sHpLe6I2N9zgVA,2954,5
auTtnDES7GX2LumkSCPZog,1650,9
ZVtccj29aF_JEy92KOyEqg,1524,429
uqlz_AYAe0DbDBoH-CMu3Q,1885,19
LsNNoq0_xDL9JUiJ9jlmjA,2485,6
5ukHu1WxZzQakXxMay7jDg,1077,17
IW5yOO0u1hrPA7XDWjPI_Q,1291,1
zGnUEqwaZQ5IUPMMI9fVzg,2551,240
qpZ1_hkpjI91HLHWFO1x4A,1326,17
-fNXqy2HsgQ808O2Cr3dLA,1659,3
4Jc-NjeCIVBwMcyNXCOnQg,2619,25
DBAYneOVN2tIDMxgH1a_jA,2850,45
WM3uC9JIub6OgiYjDSBlxw,1800,7
q4rt8d2IJBZ2yP4kyp_HcQ,1572,11
EJ18cKR4iKpRCcTKJ4sOJA,3145,9
1YjUrPuoI4eADPxrAecx6A,2676,49
bmBeR7lY2sAd73bHzb0xmA,2305,3
DtEWtrBRCizWpdMcd3ZvxQ,3273,2
7nrJ9bKxxdlEUoy-w0EJlQ,1647,2
aoO6EXKupIDDDMMK4PG-iw,3799,55
hAL8vbashIq86-aSOavwrQ,2166,36
PR7XS6OA-6ylu8sLGObUsQ,2340,468
9Fu7dH0VDKaaONLB9Gs48Q,1887,36
qfUw377HzF_iZr_hKd9TZA,3531,27
BGkTVM4kEEtMCLd3itBoYg,2195,6
SPtUkjVgAScI13KKPlGYHw,1577,15
3rmuP9Fz7if4xBJHck_Qdg,3343,18
-lyzCvGfSOKYzdcuDHsqWA,1019,9
DwdmuMuNABGD6tebN6QD7w,2721,18
m4GdZ1GaYM4W1f1yzN84AA,1874,102
CIn2C5sSbOaDikP6YqHEyg,1934,42
GALMdwc_Fokia8V6e35laQ,1948,21
ExUljv6ai71W2m6QyAb-_A,4135,30
JvcZOsXR8cfw17vkcS521w,4443,30
kswTOELfUkA4vS4KpDYoYw,1952,6
BUt7DYzkht6EL4s7ZC2zDA,1857,20
Er0k2I9A18zS6OqR7yn47w,2191,3
1D7V06X-XHBvSiBc__yCjQ,1758,7
kLYes-0Kr-FGklENjssk6Q,2222,38
xAdjcTLnL5fPzshFhXRDDA,1889,68
z0tedt4yokATDrMYWx6Npw,1533,14
f7j5Qzjo2-uEVCv2IYX3HQ,3088,24
7IyZBsbOzUqkdulWTvieAg,2768,752
bvtp7dYyxdSLashUH4fEOw,2493,6
wWRdCOo5uGjVq1MMKyN6SA,3672,9
a_jH1ewLLYzEfPnKjE66DQ,3113,480
uaQAFWM9mEKPvITb1sLSKA,2571,58
VkWj65LYmHuZ2ejEQXUmGw,1076,1
JQqKt1RifZ9d6v2lNi5D7g,2439,13
TmMT0sAgcSSsq6z5EThP3w,2717,45
JWkVuJDBg_U3x6aLBNBjqA,1848,6
A068B4j2eUIGdo2tRoIZaQ,1279,1
gjWicEWTVJRYy9YoBHnEyA,1870,8
B66MuRJwQDOCIstt6Kv10g,3121,74
Onn0vN9VVs3qQibyz6Uymw,4189,234
_zmm57gBGl-qwh6N8Y4-_g,2067,14
PfK06SdTrnjCAymSWr1eAQ,3303,19
kWqMAC4FbsOGNA4-kxnyCA,984,43
Z7T0-IaL6tSxUlRJbL2sng,2200,19
zIbQinttUUH6tGcSu-AFiw,2411,11
ighrYa58uQ3O9DbKzYM3Ig,3511,171
AGg43M8pGGF65V-w4nANhw,1979,11
j8m6Qn1aCwSYEBbXlVGgGA,4430,666
j2RIhSkW1a0_bQ8lKINA8g,2732,39
Qkey-Jvxi6GdT1sIR5JoSg,1392,54
nz97O8IiHkJhq6UO9kNR1Q,971,5
4Dvt_2bfe28ji5VEpT2rSA,2550,13
gOG1sjv4ojL-txt3NG5qFg,2832,113
7NLnm4POv2_dYvYOg8NOgg,1125,33
8Rd15zF94Pd1Y40y8QiYWQ,3119,2
P8kPM4dllsv1ObND_TMpsQ,2506,8
EScSt-0mJlAEt9EOhpLzoQ,1963,18
_iDXDMsaq-hCB5m8iBKzYg,1651,14
Nyor0vLCLOmJoIyAEaz5fA,2072,13
ZYFNvoKwe8Y4PT98VN3QOQ,978,7
BiK_7U_jQfFTxz4n8Sc1uw,2223,11
q2x3Y3lDxLtSaQ2PgZUZJA,2842,58
5TM40GaQDDkcWtBvIsa-Iw,3675,76
NYDypLyNSuZXf7GtAshnUA,2810,122
MuaAvQnKnk1rNftsTy_8oQ,1300,16
F1e-d_4WCkOAsyLJ0Ru_XQ,2919,11
-mChR7YbxqnAgB8up3z8OA,3789,89
F9TkzDgC6XwruStwJgqsMg,977,7
0BgfM31IUh0DjBfaMe6uMg,2355,25
HLIupPJz4qGOn1QXXQh8qg,3497,212
W42E8JMyTLKI6FSU0Mau2A,3078,74
d-_PDCaUs5dsacHvW-IJ1Q,2422,20
iFaT5ahTeyF07hW2YR3o2Q,2282,10
fa86mQIKBU6uzmebukAGwg,2081,9
0jtqu56SkWM_heFslFb_2Q,1346,8
oYltNzsceHk18CZzKfmIHA,706,4
D4_MI66jNzELICIS2cs30Q,1342,10
uhPCjphjNfESOoauR2yt7A,1871,7
ljnC26OwFYLijDAHhs_Flw,819,17
9leRUv4_XFUuGyevKJKA-Q,3609,624
JGQSrjYYngp7AESTRhqAPg,2700,83
CcD8i1DyzELdCQSCyWUwww,1811,4
w7iX5rEnqQRDW8AfsjDq0Q,803,9
_qcoU0D2qLl60Exn7o1z4A,1609,20
ZIO1wMHfYyZL9L9zV-GTOQ,2166,4
7WbIIL8UP_DR93NtRuJHGQ,1925,17
c47a_g1j7b6KZ2iFPuIBgQ,2989,4
lyfNz6u4yMZH42IfcymVsg,1051,16
ktRF2vVssTlpCW_e7iu0KQ,3243,8
JCQFZEBABUoL-EoYRFEyVg,2292,11
O2gbJ9atQLYLKwMi-NuhMQ,2422,10
wcvUk_f_l97UHJcodW8Tdw,1300,40
Vm1WjkTlu695ZfiDBL--TA,2617,31
pHjFhW1avHbz8d-CNq3D5Q,1024,4
Ky2nn0TYhH3PuwHPALt7Lw,728,30
v7-x4FD5TNxhWoa6AEzp0Q,1280,14
en2dBobiMf5RRygOGpWArw,2852,28
WsL7iBSxlMHrfplm9Qj6fw,2700,5
8ZIRVt09Fu2OUMUb2ibhAg,2691,3
iXtIZFazf6Ry2mzuVRi_rA,1430,8
yk9uZRrpeUO21JlDWaFzhw,2672,10
zyAFB0chvHxfdmXvLbTddg,1440,16
wqfWZLovADms-hI9upz2yw,1639,13
JVNpL6QmbmL9_7G6PRiKdw,2295,2
lAMh24SC6G9ayTfOwSn5yg,2558,205
MFcuVB6AAe8NbXgjWDiP7g,2437,27
lc01f3OdMHd5dun_ptwyxA,705,7
9aDdvrXmoMC2PbJQPVO8GQ,2748,21
fGjo8mFsSghvnCw-PBtMDA,2041,9
Az08Hs7uhDYW-9T-MYXChg,2721,3
pLo29n3MVOp4V0bfRAjSqg,3235,11
zvlhSSW1n5ASH_IFxWx1wA,2802,3
a7bZHb4rLMqJ04DwQIPd4g,3582,134
xo9DNs2wWhwraFDWLhmKaQ,2463,53
sVyp3dK-PTqq3zTpHr2M9A,3094,11
3NcvQhYiC0jUblVfF6PUeQ,1862,43
l2kLxGdHhddeDQdOZVPZgA,1609,6
oLzPqhpM1txM7o6wA46gYQ,1252,94
k1_Q3zuG7GjrV1CLxkAr4A,2412,40
-sdlIMe33SyA0JlDLodGOw,1537,8
ySHIVDAdD10SXZvXx8jvWw,2213,41
iiXCYZ9gQAtPgjF059YTZg,984,29
06cA1hUNEcLblDYGkQniCw,2285,7
82G4bKdmJM2KSK6BBkTiPA,2432,20
ASB6IrML-f6J7xIMelAYwA,3411,27
aBiqhoTmDlRQVcIY0HST_g,2252,7
PI4P62zWAGZeLpWy7IImRg,2798,82
o8gDkbS58sDvRFfjGabbpQ,3643,10
JanbpRLQ9pUoL_e2sq3KAQ,2380,8
9QbTnWZsjPL00MMiEujEJQ,2480,13
AXOH6qUnsvI7uWIL58fq7w,1316,3
lcax-HXcnsHYHRMXFP5UGA,1274,6
c75RjirUA_4wzl47TlZEJQ,3578,285
f5BOjjIc6KXt0veir5P5nw,2422,7
WRNL7eR172obLfx3Tn-DrQ,3102,218
nLq89-lopI13idy6KMiHOA,2384,17
QSWr7Oivp0mClj_PRZLFLQ,3414,21
QpYWkoBEystxHS-G3hIgnA,1901,7
MddjbCFyp9mWfEb8R_EnTw,2250,1
fPdHfLBoPc4kTqnumssPkA,2986,13
KjzyoPDbpWwHKK17S3RwAA,1818,21
0HPh7XAC3E6Avo00vbx0iQ,1938,70
XxJs1r-mWm7GoB917kUCMw,2270,35
FsFJAEGlCDiCWLYsCyXYHA,3941,62
kTY1OFyGStmDtRm944EMNw,3457,21
qY8lPl-kKMAfv1OfiyOD_Q,3247,32
Qdw7RjMeXAQJ9cZLvhSbtA,3638,45
UXX8Clg-r3La0_7zFAooXg,1936,15
UAVPKYozHflzjbMhJ-jPdQ,1991,2
K1ATMKQcsfE3U9W6AReKUg,2754,25
deMxUKsi5bEvgFiXqF0l4Q,2446,16
oIWiHkvqE00XGftlSTd8JQ,2279,13
QmCcMgvyJf6FtOHMerVYMA,2581,15
JLbZnoW-1ph11t9SAKMTPw,667,5
7yA1eM8IyKFa8zJxQfUFng,2775,379
kVIf-UqWsVNatCsKjrs9Ug,3829,31
YxuIN48byJUiZReF-0u5Mg,1439,63
P1Am0BqogFsTxP5njGp3_A,3017,35
jQS-7hopLZ0wKLvSnUGGxQ,3358,21
uKQViHn1KbdW-ibqhSfxFw,1109,20
agxdjGHcUrtdRZOnUh97bg,1250,12
aZyRWabMpWQ7rOet01kV1Q,2878,1
GFR5vWJ0KVxuOIxlQFK-Lw,2478,41
4RONSLvZAix_PW8E0oxPyQ,994,2
07RSHoyKkBrZhU9XcURRJQ,1486,6
Yb-speocW83xKq0eRA9mgQ,2921,4
HMFAz4K5ZeMXcAhbEmMS-Q,2742,266
aALbJFdzg8FXF9dnLBLJ5w,2718,23
0_NugHjqrskiIbWch6b9cw,2506,13
sVdZiHBcLhPXRRmcPGmDqg,2931,56
EoKg8T8HbcpTos9cUVyfFQ,3229,123
8IawMovNgC2l2bEFgkQiWg,3022,12
X7Sw4f1_NPxee54ARwurtg,2790,3
vLGMCHV_9hKnkCzl-HSBVw,1358,29
8VpEQLujR9lq6017PS1C0Q,2030,12
xPzuL2YF2vUjCN3Xb96Qzw,2752,32
vE86dgVELkqk1bWzBRzwOg,1859,22
O2rustXsunayIkiGKLoyeA,2823,256
9XDFZlGs4-QwQx44YODnWQ,2591,234
ur5p9YeEVGlTr7gB7FnSgw,2019,13
GDAGCkS0itUX32ac1-RCBA,2583,158
PgDEbmrPQKvknqcbI2kIDQ,1815,6
BRO98wNeY2Q_BZX8G-iVvg,3233,34
idzPHtxQOjhy4gp721_Kyw,2473,1
cMLB2sdiyuFuXHe51NfuDw,3851,11
AJ9S6hw8hc6kEFL47DTLaQ,2349,17
2C5KmJSy25uKC3pPzgb_gg,2737,72
NHuJ-lTQaEdtj-xcIV98rg,2220,4
9r4BOJeqGFn-TabsqTGcBg,3203,118
Njqy8tmFaQtsyxcEDBNqqQ,2647,25
6xIxZcykP72DwgX_Z3LBtg,1659,45
Ma9wl36XcqxDyR4PaB6DBg,1681,9
lcpDdX3AOd4EP4XyD2ySnw,2928,2
kneHNXxJpkQ-Aa8KEAscZA,2584,4
u6VQfVdpjW6d3441Of-QJQ,2635,1
KvfLh-AjUBLFU-cD5tZanQ,759,3
X-IGqwVK9N5Tn4aQv1W8Bw,2320,14
irUNkj_r-rlUoTSyR87uUQ,4022,37
1Qmo7jcTRep2fYh_W7bcaA,3261,18
BY48bhwBwFFuomiILVd_rA,2412,11
BMF7MdDnLD5c0Zz-jKxS4w,3254,19
_gjKuFxdQSLPrf6fYSiUwg,2830,18
_hNKpTtWVpC4Y1I1i3CF-A,1912,14
jK-mSyDLKZoP02FL4VMSIg,4110,328
Sc_X3qYO2dy_Xhxi1UyV_Q,2804,15
pmDmtZyGiSTZHYO6R22LZg,3385,145
XUmtFVDsv7Ulp0ixG1Au7g,985,3
lGpM8DXwiNmDgYwNmLWeHA,3899,19
NQ0gBgwJlp3vzSeillUkPg,3365,417
3trcrgaN3hnfyXlnQwIj8g,2665,36
6jZBmMAJ3eE0NYPftb6GWw,2600,3
xmDrj29gE96A1Pj61BNm2g,3158,16
k2MfcprJu36KX5h90PRXmg,1425,20
cGct-U88YiTfwHYchylDbw,1443,134
cjff4AO1WMsOqdIKPzqdeQ,2403,7
pDTK8-0Qh-hAHwcde0omRQ,2433,8
oCdh0f8Bf2hC4SBPlJrzSg,2824,81
bdX2TaUuNV4xnvookwaVxw,3041,50
NJsIKmUEJ0Xe8ZDGl73SWg,2836,4
2AiD5jwsS9IulFVWSlo_Wg,1800,24
mt1ULcNEX4exq_7ENyLLww,2758,2
34J8iAEGcbQ20iaPeBWTyQ,2929,39
b9MPaBsB19it5mThYxcPlw,3132,18
O2U_kxVJvOOQkMHNRl2bKQ,3033,30
5wbhLP1rstaHRUHFQLZm-w,2049,6
1OfkI2t7vwTDTrUlFmpQqw,2943,104
DWOxS_B07NK6pjjyqZkoGA,2739,10
L7FyKxmkZA4oFwRaul21QA,2971,114
P44dtHeXkCwndppNHtlICA,2285,36
MjLN2Gfv1UKI8-BT94VxwQ,1815,33
djJSMdTyoInCcJ3BI50eRQ,1272,5
UDK3hs9_Tc1lYUCZpjOkaQ,2841,9
drRa_LgNHNHn7ohkmyx1ww,3327,25
_iUokVT8O2ncRye2U1Ussw,2052,8
axipaIsHaxkLTKpeQsbpVA,2349,3
pi7yI9eqJxrpLxa_qVYrFQ,1304,4
L8ggcCwaCV39b0FXbHZ1jA,2580,61
ny9LdMchKzTwW37vNqhTbg,2831,2
9jYd1Oyet0rsbiaLynctjw,2541,17
02QDOzncCS1w_lj_hby7Qg,4133,5
-6i8Oi543GfxQFCgE_Olvg,540,1
PgYGEc19Xm3pwacnwHmfcQ,2031,40
0P5ZwcGi0Gae0zICM6ga0w,1617,10
mACsYQTF0G3S-Q2HucrGOQ,2590,46
sJaUXcEFN6dNzJO-eQm5Kw,3353,1
Xk10vMKLDZIKZq0yuyFygg,1920,21
tyfirA7drKAjdwqj7YHYOA,3497,39
zxGejXvesnPiiMVmuvZjYQ,3045,10
ga61EErlkJvx3CxuBfoaxw,3086,35
TyG8Ld5-54bXc44C-MvIEA,1487,14
QSJTfXNxtg8-QovtcpPEDw,1260,32
I6fBFXFkvHXdJqJhF0DwzA,3812,21
4Cf00Pc3DVxIzXrMwV1q3A,3362,7
w_abncZcDNEIctPj5r1mjA,3230,42
yMfcUAKooHB1pXx5zy2cCA,1977,61
bM3_cdoY0F6qOx2HvGS47Q,1648,116
VZkMzaiw3TZFYq024Oe9Gw,2210,28
jwK3uXsiWXpG7kKfIAaxDg,1500,3
nNONMlfCZDi_M95DHKhsRg,1520,8
yvZEIT_lxqkJiKZj6IB2RA,646,6
vA7U3VEqeAiQnxIn_oVpFg,1889,20
-2OYbrCvwt-titaTvNRhIA,2360,48
6UpjDkAgTbaBk-75lSEcXg,2016,22
S4SOsiZda8SKP7VLTSuB7Q,665,2
gVMjG-5n3KE93anLT-VZ_g,3189,26
3amILcVOcui6avHDaivbzw,3088,43
07_Z6Gd1YmtuwBKCF0Fkew,3188,14
lOgrx9nHtVm578987ZN7-A,1554,9
ZozJRmO-hkcdTFuYivUjWQ,2366,22
Ndp8Oc0r83mZboThSjtjbg,2271,40
UUqGHQFu2tQDGv5r3yJWPA,2011,253
07BNs2fx06UMRWp6KESSjQ,1994,15
-ki8BscT-ayZlp_8bHD_kw,3081,3
GHiW1SHatgz_F32PYqpSUw,2967,37
-Lg1tmetk2WiOFeXz3pqnw,2151,15
EO1Cz15wYnHQ0aGc9T6tzw,4254,2222
pn-DemN9YIVwEbXTzyUaeQ,2640,21
nIYR3jFQQszLM-oJV0YTjw,2081,12
h9oIv8-HjXiOn9jSf6jKmg,2151,12
pfyxV7i_tX3spT_i2_O3FA,1049,5
hEpSglQkmFOIfBSIwED6Kg,2159,7
-1YGFe7qDm2yl43AqCbMNg,2414,14
gPlSy82HULA1sIRQetHmvg,2337,26
iTpsnuaK5znssFANP_3QRw,3037,3
Q0Mp_dW4cQ3RCPbuRIryWg,2466,13
ABznuR90eDhz2GIouHqHFw,1292,4
_GwaQwKAbYXEPVzFLNk8lA,2269,24
ERIkO4lCb4QQCT3kcqoabw,1943,16
XZpu3FmfCNnEN9kvO95WvQ,1383,78
0QFmb3DMeaNVTk9W57mSXg,2093,12
7jNxmXN9yGMUJSFzn3l2Xg,2495,6
Pc-fLWzvKiWAUpzmRyXHaA,1804,24
5UsIc1GVSJFMYAfwpMv4zw,2514,5
BHuaIq1abmZOV3S0_kwdTA,2194,4
sKDJVpr8G4PySXvntbO1lQ,1328,7
qJGPOi_uU71s56tLBm4KAw,3293,23
xYNz9ldUAFG-oPouOwhN3g,2766,6
uSHPiNOkcYPEqtyTYn8ecg,1600,3
Md_3mXs1o9cpLIg2Pc8BVQ,2486,120
XqjwkcZGgQADxLHsBnyC5A,1885,16
WafX3Z9H_iMwnUDD8jnlsQ,1760,4
lMHxuwv1jF3bgOTTiKPk2Q,829,53
mBR9JlSej6CONeY1lVtdAg,4452,17
wcUnKWhKonKXpnhXbhnbQg,4542,10
-R9FSW5aUfJP0-1TWvTyIQ,3484,22
opxCHkb8RnE9J5XXH5djnA,2149,11
faDQFMrt6xt5LNfxOjaZ9w,2683,69
4KeyYs8yyPlYdYQw5cY2IA,807,3
cyP9ECQdAdGTxMIvSkuJOQ,1569,7
hSJRA_3m9XsngrDkx8s_9A,2912,13
2iVa9v93Y5xtdrYVSQVIoA,1968,15
aXaXsVLmjcqU2KbmuXgNYQ,1604,5
-toTVTvuVOMuGopecT2Xyw,3134,11
zmyecPTIqeCBbKTEFnWc6w,2060,15
mMKmZjTC8Ev5-2QavR0Sqw,3263,6
zEADN2OWj9C6MBjK7WOadw,3412,631
z6NU88avGiys1yLMrVG1rw,1887,17
T5I9fwtXinCgUv92gFJ4gQ,2803,250
h9D5tIcTANmUb0PmzLV1vg,1962,17
HHobzt0gn2lVZrsYiCnuYQ,1997,18
Rb7ehZzK7zquTDGC3xyh2g,2345,11
0dn4DHs9H27uXu6fm-rJ0Q,3882,10
J03bJp11ZaaQ3UIjqcnomw,2504,6
h95e3mQF-gcic6jtUTTDAA,3037,6
KsXRmRPR1s9nMZlWstsRfA,2214,396
02DsswkTX7B4Y1j5GWBApQ,3517,173
pp5rKXLcCntC4UYMfHQDSw,2763,7
7Jwsos1kQXMshtCdJwRIUQ,1177,11
ZxlQ7Lv2RzMm9sDfsRzyFQ,1534,20
-KrCIMaM7sUEpkeBQVQr8g,3097,28
k8tmJIuwKG5rff9t7d6Kzg,2652,42
K2HZlD_GA8UqIZWPV9PWkA,1189,1
mjkvgvDKae1tQCjUzmRrmg,2046,11
yC67_WytHL6lAVMNTdFhSg,1648,12
_ReIRnRGAa4bHvhrJnyZoA,2488,7
U1OpCf1-Z4bO4YhNpjEiLw,2207,3
nBHl7ezgfxRRCO295m-A_A,1334,27
LVT0AbAlo-kF0uDKEOjxcQ,2739,687
o0uwl-HCoEpjoWNFWWSskg,1368,6
7PxhVbqxRRGTQsXfmMVTTg,2719,16
lZQ__oKigTP0-D-xWOspOA,2465,2
5gqUVq33Vdh_C0U5AHAYJA,1711,7
YkeIZtfYNAOu0nt1CO4ckw,2274,24
jxjbjGZ-Et5NhRiuJQsTZQ,1718,4
8y7R5FczyAixgwDEJ0t3dg,1885,5
dbz1KkQUCkDqUJ6oqxJRLg,1765,4
W53z0KVlLZ3UwRDSbUQamQ,2065,5
3YGMTpThekWAfgVE8oWngQ,2740,11
MbQp9H2qeqceTaRvPoBhYw,2467,3
tmznFkFDhIjfpD_vRDZpWQ,1186,9
L7VEJP1RrpXRRRWsYIu3tA,3385,1379
rsUgYPEjRgVbDrLRaw_DrA,1021,2
sDAKrnkUOMhq_hFQ-ZXF6A,2060,44
QoP5VcUZXDZTtQ1K5Hhsyw,3050,15
ij3OhNSSJY9NW0zUeV2EFA,3749,10
FNASVQChuhi28nR871PcdA,3137,176
J1Sfn83695YOc6kiIngSYg,1082,1
JJIJImbqqXXH6sk93yH7hw,3700,328
g7Bi1_9d5qdWWbAYfYG3SA,3025,16
Fqe0t4Yg6QJ_p44_wsmPzg,4252,176
SWhH-Z4mGoevmgao7bmpVA,2737,34
Xv7b_OWD5LoyE0FnuHouJw,2854,17
nOGORvmi5FqEePG4fedx-A,1136,13
GQVKIAdXA_lGFOtGbBFvCg,2712,11
ky7c8Ml3LplhMMBoT6d6fg,1668,7
g7AcEv9_UKkoh5gY4FdTjg,3006,33
5uhh9r57Sr24bJ0WDZQHrw,2496,47
RpiK1w3FZ9QxLtCaE-siTA,2210,11
T1CCYuqApRgC_gYxP6Pq9g,2686,14
yl8LWBy8yJqQQ2eZD21vBg,1745,4
2-ubVeQyXGHarhZnd1dUKw,1780,4
Ct9tXaKnMfb4T-gSxF5nRw,2269,17
JxJ_qNuo3MuoYwmol-YEFQ,2951,90
wMRn2ujNfqqJJmrzJ-jpPw,3584,7
JpZaT9vuM0HrYkZ2ibw6KQ,1730,4
wEekkPff1Xo8I3APiv0izw,1578,5
BotOvtaMUPGIDd1UwzVjug,2408,22
zQwSIxitVSShtoEs735fiQ,1254,10
JFXupPixhhkJmlHlFQTPjA,3240,94
fHF-NdJEVQxSfkswXop2Ug,3180,13
Hvfmlhf8u7pPamLGYhcTdA,1887,1
rOnBmf90zyg0DrGBOmNqCg,3185,35
-ZvqMU6dZ5rO9GJiXwVhjQ,1787,16
F1ON6R1n6NDaRXroGF0Uaw,1964,84
tBPW3nC7-UqD-CfOjWyz_Q,2589,2
8GRJxVRNzKirwiWQpfm39Q,2614,11
74zjUBw22x1HokoJXKpUNA,2576,21
gtGiROpBTUt7HQvQNATE4A,1689,25
N7tOTwaiPtPhtcqWjxa5Hw,1978,7
4Ri_hgYl0cx89NoMxIB1cQ,2523,37
m6gwRE6Vtf0vPjU2UxDiow,2625,62
X_DkwPTzdO_VWzUcbUXREg,3798,1095
esijLRUWqQEb3ETr-DWkIw,3131,15
2LVzMmWYZC_JSudkpwOpWw,2812,122
