restaurant_id,restaurant_name,city,cuisine,total_reviews,new_acct_component,spike_component,velocity_component,diversity_component,fraud_risk_score
MtjwVcFHvtogmJZ7De8M9Q,Teresa's Pizza,Cleveland Heights,Pizza,15,0.0,100.0,0.3,0.0,30.1
mZ8ZBfxKvNCIEHoBfak8MQ,Bruegger's Bagels,Cleveland Hghts.,Sandwiches,24,0.0,100.0,0.5,0.0,30.1
N9qQPezv9swXFLPgoMdhOg,IHOP,Cleveland,Other,31,0.0,100.0,0.6,0.0,30.1
nL4cq4GEz4uiM48nz5E7ug,Gus's Family Restaurant,Cleveland,Other,30,0.0,100.0,0.7,0.0,30.1
nM-1hqurfwvlEyPOqXamjg,Liquid,Cleveland,Other,22,0.0,100.0,0.4,0.0,30.1
Occo0_pOXAUG-eL6gazeGQ,Applebee's,Cleveland,Burgers,17,0.0,100.0,0.3,0.0,30.1
OXHqelJ5pLNxpleebStKkA,Mediterranean Market,Cleveland,Other,12,0.0,100.0,0.3,0.0,30.1
OZhRvcJ8WjnvRaRQVirD6w,China Star,Cleveland,Chinese,8,0.0,100.0,0.3,0.0,30.1
par8VO9cAg-wAmRIlYlpgQ,East Coast Original Frozen Custard,Cleveland,Other,18,0.0,100.0,0.4,0.0,30.1
PBSnhhjJ9X2uMRgx4QhTcw,Sirius Pizza,Cleveland,Pizza,8,0.0,100.0,0.3,0.0,30.1
pcs7jXj_mvuLQq6DQ3Ggcg,Seti's Polish Boys,Cleveland,Fast Food,31,0.0,100.0,0.5,0.0,30.1
PipYLRCLVC55HIXllbQ-rg,Cafe Ah-Roma,Cleveland,Other,35,0.0,100.0,0.7,0.0,30.1
PlmdHJS5tiFrIM65klmNNA,Panini's Bar & Grill,Cleveland,Other,29,0.0,100.0,0.6,0.0,30.1
qeJ8OUASkd0KQ1oEN3P--w,The Dog House,Cleveland,Other,10,0.0,100.0,0.5,0.0,30.1
QjEob2WSROiBPVjh0-BfxQ,The Third Place,Cleveland,Other,20,0.0,100.0,0.6,0.0,30.1
qML8HCfDh7vmIxvbt1QgOg,Cicis,Cleveland,Pizza,26,0.0,100.0,0.6,0.0,30.1
QPvgkPXhjkqKf70eVc_lMw,Helen's Game Time,Cleveland Heights,Other,6,0.0,100.0,0.4,0.0,30.1
r6o9Fi0rHCB3f1mEGdL61A,Presto Sandwiches,Cleveland,Sandwiches,23,0.0,100.0,0.5,0.0,30.1
RFxiH1C6NcDBOurFfs2UVg,Steve's Doghouse,Cleveland,Diners,13,0.0,100.0,0.4,0.0,30.1
RKtbtlOEpBdT-i5vqeIMsw,Dave's Cosmic Subs,Cleveland Heights,Sandwiches,44,0.0,100.0,0.6,0.0,30.1
rzd_2GJpkvHPejEwJ-IKHg,Somer's Restaurant,Cleveland,Diners,29,0.0,100.0,0.7,0.0,30.1
soQEl35sQuARBOlH1Y6MaQ,Teresa's Pizza,Cleveland,Pizza,18,0.0,100.0,0.3,0.0,30.1
sS5-UR5I1N_JZx8UGt5xGg,Blue Bar,Cleveland,Other,16,0.0,100.0,0.7,0.0,30.1
T4JGbW9XEGQVrLpQcNFXtA,Sun Luck Garden,Cleveland Heights,Chinese,44,0.0,100.0,0.7,0.0,30.1
THc8RsAa8_ohIR21NCnLog,Take 5,Cleveland,Other,19,0.0,100.0,0.7,0.0,30.1
tKWoQENTGxhYCJSbY4ZLsQ,Uppercrust Pizza Chicken Meatballs,Cleveland,Pizza,16,0.0,100.0,0.3,0.0,30.1
tXJkGjBkGOZHWAcCmlzS6w,Valerio's Restaurant,Cleveland,Italian,42,0.0,100.0,0.6,0.0,30.1
TZ84r-ku5k6oUFOtS9-fAA,Penn Station East Coast Subs,Cleveland,Sandwiches,15,0.0,100.0,0.4,0.0,30.1
Ur4WVTUfMrTMW-yVsREEvA,Ticket To Tokyo,Cleveland,Japanese,15,0.0,100.0,0.3,0.0,30.1
uTKrt3rE4xgYyuiOtRWDvw,Dagwood Sandwich Shop,Cleveland,Sandwiches,25,0.0,100.0,0.6,0.0,30.1
V4YBWutY9j3ONvrTH-EhMg,Giant Eagle Supermarket,Cleveland,Delis,28,0.0,100.0,0.5,0.0,30.1
Vj-QgRXDpCm7vLBBSckx8g,Sammy's Grille,Cleveland,Diners,31,0.0,100.0,0.4,0.0,30.1
vkQEjuWcGKhibYjQlPaaKg,Mt Pleasant Bar-B-Q,Cleveland,Barbeque,6,0.0,100.0,0.3,0.0,30.1
w1Dt_Dsbm40IgdVERLv5sQ,Jake's,Cleveland,Delis,25,0.0,100.0,0.4,0.0,30.1
W97YBvhkOOel-HkBBfQbYw,Seven Roses,Cleveland,Delis,30,0.0,100.0,0.7,0.0,30.1
WEs9MN1M6tixwEz844jCUw,Nunzio's Pizzeria,Cleveland,Pizza,31,0.0,100.0,0.6,0.0,30.1
x8dRsP9mpI2FD6vazC990A,Zen Cuisine,Cleveland,Chinese,20,0.0,100.0,0.4,0.0,30.1
xXZw2v10FbaqRiibXhAhlg,Fanucce's Italian Imports and Pizzeria,Cleveland,Pizza,23,0.0,100.0,0.5,0.0,30.1
XYQx_ADdAYwfUEgN7eGmQA,Asian Grille,Cleveland,Thai,29,0.0,100.0,0.6,0.0,30.1
Y3RWEmu4ykuc2LvG3Qv9Ew,Pizza Roma,Cleveland,Pizza,19,0.0,100.0,0.4,0.0,30.1
yBHltbm3DqNaKgBgTMpxsA,Happy Buddha Cafe,Cleveland,Chinese,20,0.0,100.0,0.3,0.0,30.1
yVrN5uu3xiUY3SGINp0H_g,Samosky's Home Bakery,Cleveland,Other,11,0.0,100.0,0.5,0.0,30.1
zGWTylnfPBV3nuNhRyFpOw,Seven Seas Seafood,Cleveland,Other,13,0.0,100.0,0.3,0.0,30.1
ZJWKb-ooSCPUjZLeWD-p_A,Rubin's Family Restaurant & Deli,Cleveland,Delis,37,0.0,100.0,0.6,0.0,30.1
ZRXL5kBWxRcGmgImzKq4QQ,Scorchers Casual Eatery & Draft House,Cleveland,Other,9,0.0,100.0,0.3,0.0,30.1
zYbEKtLeosxhTzF4zSRIyA,Rumi's Market and Deli,Cleveland,Delis,18,0.0,100.0,0.7,0.0,30.1
_B9UZ80XfyS7PcauINe_lA,Walgreens,Cleveland Heights,Other,7,0.0,100.0,0.1,0.0,30.0
0Fmvi7EnRqQfk_AG1q4JSw,Caribou Coffee,Cleveland,Other,8,0.0,100.0,0.1,0.0,30.0
1LbvFwxbLepIpDasI-Pshg,Subway,Cleveland,Fast Food,9,0.0,100.0,0.1,0.0,30.0
2cMWPqJLjQ-ZvH2HvJvMsA,Adam's Place,Cleveland,Burgers,10,0.0,100.0,0.2,0.0,30.0
2hJNAFFy2qOqmIIKFjcw9w,Bella Pizza,Cleveland,Pizza,6,0.0,100.0,0.2,0.0,30.0
507j6A0IUBSYFgTOx7YABA,East Coast Pizza,Cleveland,Pizza,9,0.0,100.0,0.1,0.0,30.0
6eZSIV10RAdZRNXQLE_w6w,Kalie's Restaurant,Cleveland,Mediterranean,7,0.0,100.0,0.2,0.0,30.0
9O4EX3T5X_TnoXjppl1-dw,Marc's,Cleveland,Other,8,0.0,100.0,0.1,0.0,30.0
AAbJ3fYWHIL16Uqvl6a6lQ,Theresa's Bakery,Cleveland,Other,8,0.0,100.0,0.1,0.0,30.0
CxV9DJCxc04_xkDRSrfgFA,China Mountain I,Cleveland,Chinese,11,0.0,100.0,0.2,0.0,30.0
dKjYOSJzPQFs5sj6-ftvfA,Nourish Cleveland,Cleveland,Other,5,0.0,100.0,0.2,0.0,30.0
e_W6Q-qOHcUR5ZKrwvC2qw,China Town II,Cleveland,Chinese,17,0.0,100.0,0.2,0.0,30.0
Gf1W5_Gcu_yn4sF28JkVXA,Jimmy John's,Cleveland,Delis,11,0.0,100.0,0.1,0.0,30.0
heYR5Dy_8oplmEAfMkhcIg,Krispy Kreme,Cleveland,Other,17,0.0,100.0,0.2,0.0,30.0
hr0WzIJ1j7bp5SKgVBPBIQ,Laxmi Groceries & spices,Cleveland,Other,5,0.0,100.0,0.1,0.0,30.0
IoPSrK19Xd9FG_Q0x_CcLQ,Giuseppes Pizza & Subs,Cleveland,Pizza,7,0.0,100.0,0.2,0.0,30.0
J-3u7M186SmAoC1l0ViEFw,Penn Station,Cleveland,Burgers,11,0.0,100.0,0.2,0.0,30.0
Jdqg97lLo_qJlCqU9RjIEA,Dairy Queen,Cleveland,Fast Food,6,0.0,100.0,0.2,0.0,30.0
kEbdBwyqucFNNi0iCEmmPA,Wendy's,Cleveland Heights,Fast Food,9,0.0,100.0,0.1,0.0,30.0
Lh-JAmxrTPmFoeBkRNXrZA,Nick's Sports Corner,Cleveland,Other,13,0.0,100.0,0.1,0.0,30.0
lJi_YNH86EHX4WctntU7Tg,Arabica Coffee House,Cleveland,Other,10,0.0,100.0,0.2,0.0,30.0
lq-S8rP-advEFlshnCV3gQ,Burger King,Cleveland,Burgers,7,0.0,100.0,0.2,0.0,30.0
nbFAn60OmDt9reIRk8vilA,Turney China,Cleveland,Chinese,9,0.0,100.0,0.2,0.0,30.0
NYOONIzD1T0yY9MuCglwLQ,Penn Station,Cleveland,Sandwiches,11,0.0,100.0,0.2,0.0,30.0
OdLYPceRdj07gC378sruMw,Taco Bell,Cleveland,Fast Food,7,0.0,100.0,0.1,0.0,30.0
PNdjgI6mZYXKCTBKiVQMRg,Mark Pi's,Cleveland,Chinese,5,0.0,100.0,0.2,0.0,30.0
PuY09XUxfQhURBhaQNJuqw,McDonald's,Cleveland,Burgers,6,0.0,100.0,0.1,0.0,30.0
sX-7qfeKaN9wRr2eD0UmGg,Penn Station,Cleveland,Sandwiches,11,0.0,100.0,0.2,0.0,30.0
sYMAijY2oRrd71KRHKoIDA,Pizza House,Cleveland,Pizza,7,0.0,100.0,0.1,0.0,30.0
UOOqfmHLIok1l3q3l32YCQ,It's Greek To You,Cleveland,Greek,6,0.0,100.0,0.1,0.0,30.0
VbPPexfp8wa7Fjqp3tRDmw,Sahara International,Cleveland,Middle Eastern,10,0.0,100.0,0.1,0.0,30.0
wkNT82BPI9eW0Jv36SFYkA,Subway,Cleveland,Burgers,5,0.0,100.0,0.2,0.0,30.0
WsU35CfVBFzIke3PqkH5eg,Kim's Wings,Cleveland,Other,10,0.0,100.0,0.2,0.0,30.0
YnvUFIZVvxsL5L4PEmWcUQ,Joe De's Favorite Pizza & Restaurant,Cleveland,Pizza,8,0.0,100.0,0.2,0.0,30.0
BsvCTCVG7lrzXZ68VyyIcg,Lago East Bank,Cleveland,Italian,128,0.0,96.0,5.3,0.0,29.9
SzcCJJmreMlWCsNjupdVAA,L'Albatros,Cleveland,French,509,0.0,92.0,10.0,0.0,29.6
tUjyGFSN8wQqLgKp5Q0CUA,Trentina,Cleveland,Italian,90,0.0,94.7,5.0,0.0,29.4
IJlEACzNH-i_6Ovppj1KSQ,The Plum Cafe & Kitchen,Cleveland,Other,63,0.0,92.0,8.5,0.0,29.3
OyhCNhJJuJjUt2avxI5POg,Chocolate Bar,Cleveland,Other,372,0.0,92.0,8.3,0.0,29.3
423AAbu0yBoDMOeVwnLzkQ,Camino,Cleveland,Mexican,82,0.0,94.7,4.2,0.0,29.2
cuI4nkcx6d1bdG--ZM4oww,Anatolia Cafe,Cleveland Heights,Mediterranean,197,0.0,94.7,3.6,0.0,29.1
Rcx0AQSEmqiuRDE_FUMUGQ,Whiskey Island Still & Eatery,Cleveland,Other,16,0.0,96.0,1.3,0.0,29.1
Z1mLBp6BMlHSQUh364vk1g,Blue Point Grille,Cleveland,Seafood,243,0.0,94.7,3.5,0.0,29.1
bgNmUYcraelf27TviWEMGA,Inn On Coventry,Cleveland,Diners,218,0.0,94.7,3.1,0.0,29.0
QQqI1z1FohJGSLV0qKvOjQ,Tree Country Bistro,Cleveland Heights,Korean,144,0.0,94.7,2.6,0.0,28.9
LWk7Q5CTjpK-k_TfXdbApQ,Brasa Grill,Cleveland,Steakhouses,145,0.0,94.7,2.0,0.0,28.8
nZnebnuZDiBJxEMDxcDF-w,Winners Sports Bar & Grill,Cleveland,Burgers,53,0.0,94.7,1.8,0.0,28.8
pnYDtPaVw_xRBHm9y0y4gg,Sammy's Beach Bar & Grill,Cleveland,Other,101,0.0,92.0,5.6,0.0,28.7
ZspvlO5Dvtd517YhVLJJ_A,Tomo Sushi & Hibachi,Cleveland,Steakhouses,141,0.0,92.0,5.2,0.0,28.7
Aveg0GSyXhU8tTlH5Ior-A,Parker's Downtown,Cleveland,Other,29,0.0,92.0,5.1,0.0,28.6
RQlC4Tgc7Gk_tmxxY7oF6A,Ligali's Bistro,Cleveland,Other,29,0.0,92.0,5.0,0.0,28.6
udFcIcbWbxrO8uLF95WnQg,Cowell & Hubbard,Cleveland,French,160,0.0,92.0,5.0,0.0,28.6
jXo3-D3fCzaQzLE0NRZlZw,Angela-Mia Pizza,Cleveland,Pizza,14,0.0,94.7,0.4,0.0,28.5
o4HbgQnUkYnTLsbb6K5hjg,Society Lounge,Cleveland,Other,176,0.0,90.4,6.8,0.0,28.5
YVkcZQEfH0qQRtN86CoSDQ,Batuqui,Cleveland,Other,57,0.0,92.0,4.4,0.0,28.5
7xsKJ1BL5ka9msj2rHrk-Q,Burgers N Beer Coventry,Cleveland Heights,Other,13,0.0,92.0,4.1,0.0,28.4
7xmuQuhpzBlkkSbWePFeVQ,Orale! Kitchen,Cleveland,Mexican,107,0.0,92.0,3.4,0.0,28.3
Qeie5-8-S_hLPk7_ujpajw,The Nauti Mermaid,Cleveland,Seafood,188,0.0,92.0,3.5,0.0,28.3
LvnOhs9Udhyp5adF7Cq98g,Sushi 86,Cleveland,Other,169,0.0,92.0,2.8,0.0,28.2
mLjDh0vQYBCY6g9T1HczVw,Great Lakes Brewing Co.,Cleveland,Other,131,0.0,92.0,2.9,0.0,28.2
ntds2JP29DPYp765oFqptw,Rusty Anchor,Cleveland,Steakhouses,42,0.0,92.0,3.1,0.0,28.2
5ynzVV_kayd5hfv5Kt6Vbg,Burgers 2 Beer,Cleveland,Burgers,63,0.0,92.0,2.7,0.0,28.1
A7i_H252XydtrK7BUTvoog,Stonetown,Cleveland,Seafood,172,0.0,89.4,6.4,0.0,28.1
GtSNTE2qMOZBlj0noCgCGw,Miega Restaurant,Cleveland,Barbeque,96,0.0,92.0,2.6,0.0,28.1
evNdyHPR1B8E1aIoUAsGrQ,Chipotle Mexican Grill,Cleveland,Mexican,58,0.0,92.0,2.2,0.0,28.0
GCr0eTVnVzFE72c-VJezoQ,Angelo's Nido Italia,Cleveland,Italian,72,0.0,92.0,1.8,0.0,28.0
OCxl56kc8QcxxA-uLxNfIw,Guthrie's Chicken Fingers,Cleveland,Fast Food,58,0.0,92.0,2.0,0.0,28.0
yh0mvFCjZuMKy562h2_d_A,Minh-Anh Vietnamese Restaurant,Cleveland,Vietnamese,154,0.0,92.0,2.2,0.0,28.0
5CqM8dr3d3LI_B-1_-5U7A,Cibreo Italian Kitchen,Cleveland,Italian,90,0.0,90.4,3.9,0.0,27.9
bJVVEhficUUHVL2zvtuJWg,The Wine Spot,Cleveland Heights,Other,43,0.0,92.0,1.3,0.0,27.9
K3onlKzkO3LHPGIbvC3xbw,Koffie Cafe,Cleveland,Other,60,0.0,92.0,1.2,0.0,27.9
ssyjN-SqT2O8jlC8IvrH-w,Corbo's Bakery,Cleveland,Other,88,0.0,92.0,1.6,0.0,27.9
UoRSHohdGuzfrpydZ9j0Lg,Luchita's Mexican Restaurant,Cleveland,Mexican,88,0.0,92.0,1.5,0.0,27.9
vBZ0cwtWKUN4t6sFCpSFCw,Thai Origin,Cleveland,Thai,51,0.0,92.0,1.3,0.0,27.9
zo9fKM_Sty6qGztXKoMPmQ,Dave's Cosmic Subs,Cleveland,Sandwiches,11,0.0,92.0,1.5,0.0,27.9
7FFlMoNoIW5W3KgCYqknmQ,Cleveland Airport Marriott,Cleveland,Other,41,0.0,92.0,0.9,0.0,27.8
9IJ-TE4HEcAJQkUtc1A_Vw,Parallax Restaurant and Lounge,Cleveland,Other,178,0.0,90.9,2.5,0.0,27.8
fiYqGH-esbPpO-3DnSqVeg,Bialy's Bagels,Cleveland,Other,60,0.0,92.0,1.1,0.0,27.8
fS1QBwuCUXVQ_K7LNnYvBg,Mi Pueblo,Cleveland,Mexican,48,0.0,92.0,0.9,0.0,27.8
Kr1ANk9o4NrLu87xoWB80A,The Parma Tavern,Cleveland,Other,41,0.0,92.0,0.8,0.0,27.8
qfOSFYfT23CIya1KmD7EGw,Grayton Road Tavern,Cleveland,Burgers,35,0.0,92.0,0.9,0.0,27.8
_QL-D_zQ-RSdlsMZF3TLyg,Chipotle Mexican Grill,Cleveland Heights,Fast Food,29,0.0,92.0,0.7,0.0,27.7
-DkhPijabXuTNvNteIpRPw,Common Grounds,Cleveland,Other,21,0.0,92.0,0.4,0.0,27.7
1FbPiw_tWdyjrUcJa41Zvg,Goodfellers,Cleveland,Burgers,17,0.0,92.0,0.7,0.0,27.7
Ksk5cLav4OtbUtpRGp5b4g,India's Cafe & Kitchen,Cleveland,Indian,14,0.0,92.0,0.4,0.0,27.7
Kxlt3ZNmTzbxRFYelWAmKA,China Chef,Cleveland,Chinese,10,0.0,92.0,0.3,0.0,27.7
MmHg20VupqMSQXL0jLNFmg,Cedarland At the Clinic,Cleveland,Middle Eastern,21,0.0,92.0,0.6,0.0,27.7
Pawavw9U8rjxWVPU-RB7LA,Richie Chan's Chinese Restaurant,Cleveland,Chinese,22,0.0,92.0,0.3,0.0,27.7
jPrN8a-JW-wA52NPwE0VoQ,Famous Gyro George,Cleveland,Greek,6,0.0,92.0,0.1,0.0,27.6
KpChykR_ukWWeDPC6NPyUw,Downtown Liquor,Cleveland,Other,13,0.0,92.0,0.2,0.0,27.6
0ZZIqTdEb7yUa13QZLKuGQ,21 Lounge & Kitchen,Cleveland,Other,71,0.0,89.4,3.1,0.0,27.4
ddlnpDxGDDxGGoG_dVXwiw,Felice,Cleveland,Italian,131,0.0,89.4,2.7,0.0,27.4
MVIthKWqwkQz0dai7LkVzQ,Tommy's Restaurant,Cleveland Heights,Vegan,378,0.0,88.0,5.2,0.0,27.4
9LAXz_VfATZ0kLdaavkN4g,Bakersfield,Cleveland,Mexican,137,0.0,41.5,74.4,0.0,27.3
jmTirQw-n4V_Z4g1-RE9iw,Kung Fu Tea,Cleveland,Japanese,31,0.0,89.4,2.5,0.0,27.3
_5PJ4GHIXNdUdXtohylKGQ,Lucky's Caf�,Cleveland,Other,662,0.0,84.0,10.0,0.0,27.2
DUOrYFyHiJ27yOtTgCw0HA,Vino Veritas Little Italy,Cleveland,Other,22,0.0,89.4,1.8,0.0,27.2
ZeN8xHEhsPS-amDyZSYJ9w,Ruth's Chris Steak House,Cleveland,Steakhouses,21,0.0,84.0,10.0,0.0,27.2
1u4EvujoBP37oEL4SGLpgA,Civilization,Cleveland,Sandwiches,89,0.0,89.4,1.4,0.0,27.1
a1uoERTwwlf6yTAWaSUakA,Fracas Restaurant,Cleveland,Other,12,0.0,84.0,9.6,0.0,27.1
ZLPAP1YKL56ODigLn4wd3w,The Willeyville,Cleveland,Other,106,0.0,86.7,5.5,0.0,27.1
dqzdumTXqMvoB7SVXos-Qg,Hodge Podge Truck,Cleveland,Other,20,0.0,89.4,1.1,0.0,27.0
IPrtHNKwLERUKvYJGDOHtg,Lemon Grass,Cleveland,Thai,64,0.0,89.4,1.1,0.0,27.0
epAifIGqwj5oFp5MV8kgiQ,Mia Bella Restaurant,Cleveland,Italian,336,0.0,84.0,8.0,0.0,26.8
uN07PMXEg1RY5IoP90Eghw,Boiling Seafood Crawfish,Cleveland Heights,Seafood,86,0.0,84.0,8.1,0.0,26.8
iyeanZgAkpCSL4eHoqdhnw,Music Box Supper Club,Cleveland,Other,116,0.0,84.0,6.8,0.0,26.6
L7txS44bvz862djgTOim9w,Bac Asian American Bistro & Bar,Cleveland,Other,317,0.0,84.0,7.2,0.0,26.6
QUjJmpTQvGus8WfYq1dtOw,Battiste & Dupree Cajun Grill,Cleveland,Sandwiches,63,0.0,88.0,1.2,0.0,26.6
mIl2E5qSPveA6Bl9aXAMjw,Johnny's Little Bar,Cleveland,Burgers,130,0.0,87.2,1.8,0.0,26.5
Ufo0Papm3oyoCfBvnsJH7g,Bonbon Pastry and Cafe,Cleveland,Other,227,0.0,84.0,6.5,0.0,26.5
v2UYBFxtaB14OnoKQOuwjA,Gigi's On Fairmount,Cleveland Heights,Other,141,0.0,84.0,6.4,0.0,26.5
X0mNw8owxgJXrgTBR-7Yfg,Jack Flaps Luncheonette,Cleveland,Other,104,0.0,82.5,8.6,0.0,26.5
XUA7xA7myMaCuN6G3xYdIA,Number One Pho,Cleveland,Vietnamese,160,0.0,86.7,2.3,0.0,26.5
7xWbvNsFeKaJTurdHFrnqw,Colossal Cupcakes,Cleveland,Other,192,0.0,84.0,6.1,0.0,26.4
p6Rf2hsyF1eYVJk9ag3W2A,Mason's Creamery,Cleveland,Other,150,0.0,84.0,6.1,0.0,26.4
dN0GBmRHgxFPCWtejNkKbw,Hansol,Cleveland,Korean,14,0.0,84.0,4.7,0.0,26.2
JezHN-9KKLTMbojq00VP0g,Le Petit Triangle Caf�,Cleveland,French,285,0.0,84.0,5.0,0.0,26.2
pWyhmTVRNw6hix3J__SqvQ,Hotspot Cafe,Cleveland,Sandwiches,105,0.0,84.0,4.8,0.0,26.2
wOKcWLyN1DhSEl3Y1eG5nQ,Flying Fig,Cleveland,Vegetarian,337,0.0,84.0,4.8,0.0,26.2
Z0c9-Eoxz7SQ__68bl3TQw,Nora,Cleveland,Italian,54,0.0,84.0,5.0,0.0,26.2
cUwNW5NEua_yMcAx-X2sMg,Grumpy's Cafe,Cleveland,Other,252,0.0,84.0,4.5,0.0,26.1
H3cMcV9KK3g2pi68lDNsng,Luxe Kitchen & Lounge,Cleveland,Italian,235,0.0,84.0,4.3,0.0,26.1
HNs2Nf-trqFTDtho4vhfmA,The South Side,Cleveland,Other,275,0.0,84.0,4.5,0.0,26.1
Mb4V2aPneclZZ8BfZUjWGA,Ken Stewart's East Bank,Cleveland,Seafood,62,0.0,84.0,4.6,0.0,26.1
bM3ARXFMxGrntnHS6a7vEQ,Flaming Ice Cube,Cleveland,Vegan,129,0.0,84.0,4.0,0.0,26.0
hTSIT3puu8m8-kOZYS4Zdg,Ohio City Burrito,Cleveland,Mexican,180,0.0,84.0,3.8,0.0,26.0
lJU19A8gxyNT1gU8y4pv1w,Hatfield's Goode Grub,Cleveland,Other,27,0.0,84.0,4.1,0.0,26.0
uzsMilozioxCenzyXbVMmw,The Rib Cage Smokehouse and Bar,Cleveland Heights,Barbeque,116,0.0,84.0,4.0,0.0,26.0
VodyCVoc3QUoEsi0rv0opg,Mike & Dee's Diner,Cleveland,Diners,25,0.0,84.0,4.0,0.0,26.0
w4a6TuFWArSc29dB51rPNA,Bar Cento,Cleveland,Pizza,223,0.0,84.0,4.0,0.0,26.0
WuPSEvu8pES752S92awAVQ,Buffalo Wild Wings,Cleveland,Other,25,0.0,84.0,4.2,0.0,26.0
10Jk5ilimXrfAq8JJ1gISg,Saigon Grille,Cleveland,Vietnamese,62,0.0,84.0,3.4,0.0,25.9
68kpmZBEb6x7wG1HBeLQ3g,J. Gumbo's,Cleveland,Other,94,0.0,84.0,3.5,0.0,25.9
COuznKd_gb_N8hlOy3_i9w,Zinc At 668,Cleveland,French,26,0.0,84.0,3.6,0.0,25.9
dyiNt5ZTQQsLpX3Vt-hWng,Mi Casita Mexican Restaurant & Taqueria,Cleveland,Mexican,13,0.0,84.0,3.6,0.0,25.9
ijY4C4ut4M9xg3QvK2R2pg,Li Wah,Cleveland,Chinese,229,0.0,84.0,3.4,0.0,25.9
TW6A7M0j0R9hp1zYpxz2FQ,District,Cleveland,Other,87,0.0,84.0,3.4,0.0,25.9
y3FiZeYWQ9umQpmbhKqFOA,Caf� Bon App�tit,Cleveland Heights,Mediterranean,42,0.0,84.0,3.2,0.0,25.9
yTv4ptghx8xrErx6dcW3HA,Toast,Cleveland,Other,82,0.0,84.0,3.3,0.0,25.9
-lJtyCOTVInWusU9YF120A,Joey's Bistro Bar,Cleveland Heights,Italian,38,0.0,84.0,3.0,0.0,25.8
02E9r4BQzVrA76Bf7G-KMw,Edison's Pizza Kitchen,Cleveland,Pizza,143,0.0,84.0,2.8,0.0,25.8
1cLXGXThDYZ5WK_KpBLtkw,Koko Bakery,Cleveland,Other,162,0.0,84.0,2.9,0.0,25.8
6g8S6V0iyYu6QMvt0QfIqA,Heck's Cafe,Cleveland,Burgers,187,0.0,84.0,2.8,0.0,25.8
9JUynLfWPwe1X9gsJS6FTA,Cleveland Chop,Cleveland,Seafood,202,0.0,84.0,2.9,0.0,25.8
a58P2BPCCbQgDMbEoLfWzg,Emperor's Palace,Cleveland,Chinese,91,0.0,84.0,3.1,0.0,25.8
cRTkev8c66o6q6v7FstjLA,Szechuan Cafe,Cleveland,Chinese,31,0.0,84.0,2.7,0.0,25.8
H1j34TgbrVZkxeww9xlJTw,Steve's Gyros,Cleveland,Mediterranean,138,0.0,84.0,3.1,0.0,25.8
IXLDpnSLYiyz9tjOrpCFpA,Tilted Kilt Pub & Eatery,Cleveland,Other,95,0.0,84.0,3.1,0.0,25.8
qDqHD4iPXPecT1WnV0JRzA,Bin 216,Cleveland,Other,54,0.0,84.0,3.0,0.0,25.8
TIhj44mic9wxLcv18BJTLA,BRGR 9,Cleveland,Other,53,0.0,84.0,3.0,0.0,25.8
Ur4eYOFq4qVLHkZJNmcqfQ,Prosperity Social Club,Cleveland,Other,173,0.0,84.0,2.9,0.0,25.8
UtyW9cHs9Z8vIEt8I9aIeA,City Tap,Cleveland,Other,116,0.0,84.0,2.9,0.0,25.8
VOhGHyRcLau12RpZXQVrHw,The BottleHouse Brewing Company,Cleveland Heights,Other,95,0.0,84.0,3.1,0.0,25.8
Ya9FMj-MWMkeMcog06N5bQ,Bar Louie,Cleveland,Italian,106,0.0,84.0,2.9,0.0,25.8
z71cDtFTgwvT7ihsxesTzA,Chapati Indian Grill,Cleveland,Indian,33,0.0,84.0,3.1,0.0,25.8
3dMAswAQk0ehFvuE8V8RDA,Istanbul Grill,Cleveland,Vegetarian,42,0.0,84.0,2.4,0.0,25.7
AFafWFYGKjJZ1pTvjnot2g,The Pub,Cleveland,Other,102,0.0,84.0,2.4,0.0,25.7
b2jN2mm9Wf3RcrZCgfo1cg,Portside,Cleveland,Other,55,0.0,84.0,2.2,0.0,25.7
GpR0Lpi5VmVAYIB7mscmEg,"Peace, Love and Little Donuts",Cleveland,Other,72,0.0,84.0,2.2,0.0,25.7
HNv5U4CnJIY5CiwdedVrHQ,AMP 150,Cleveland,Other,114,0.0,84.0,2.5,0.0,25.7
Jd9L7pNhC982XeCNbPncXg,Saucy Brew Works,Cleveland,Pizza,24,0.0,36.2,74.3,0.0,25.7
L4xtiJPS_VSbmBxTfOwjCQ,A Cookie & A Cupcake Boutique,Cleveland,Other,24,0.0,84.0,2.2,0.0,25.7
Md6NWl54ny8hA-NVaYZuew,Nighttown,Cleveland,Other,151,0.0,84.0,2.2,0.0,25.7
NBfhphIUcOgUpdf_QdDWvw,Jezebels Bayou,Cleveland,Other,51,0.0,84.0,2.6,0.0,25.7
ORM-8CMtxLsbhyJIvxfjYg,Wrapz Pita Bar,Cleveland,Mediterranean,22,0.0,84.0,2.5,0.0,25.7
PNMsWRyh4X1xfPil5vhywA,Bogtrotters Doorstep,Cleveland,Sandwiches,88,0.0,84.0,2.6,0.0,25.7
Pnv-BffVgfQmXb8y_DEWMQ,Latitude 41n,Cleveland,Diners,129,0.0,84.0,2.3,0.0,25.7
QKhAME4uxgrOn-Aq3OURUQ,Harry Buffalo,Cleveland,Burgers,135,0.0,84.0,2.4,0.0,25.7
